sentence1,sentence2,score,pair_type,topic
Yıllık enflasyon yüzde 4 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 4 olarak duyurdu.,0.952989,paraphrase,ekonomi
Bolu'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Bolu'da meydana gelen trafik kazasında 4 kişi yaralandı.,0.381933,related,asayis
usta oyuncu sürpriz bir törenle dünyaevine girdi.,"genç oyuncu, Trabzon'da tatilde görüntülendi.",0.313295,related,magazin
Hollanda iklim zirvesine ev sahipliği yapıyor.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.042114,unrelated,dunya|teknoloji
Ünlü sunucu yeni bir aşka yelken açtı.,Ünlü sunucu yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.864231,paraphrase,magazin
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Merkez Bankası politika faizini sabit tuttu.,0.253174,unrelated,saglik|ekonomi
Liderler Yunanistan'de düzenlenen zirvede bir araya geldi.,Yunanistan'deki zirvede liderler önemli konuları görüştü.,0.795476,paraphrase,siyaset
Trabzonspor teknik direktörüyle yollarını ayırdı.,Başakşehir teknik direktörüyle yollarını ayırdı.,0.729822,related,spor
"Göztepe, ligi lider tamamlayarak şampiyonluğa ulaştı.",Göztepe sezonu zirvede bitirip şampiyon oldu.,0.880462,paraphrase,spor
Borsa İstanbul günü yüzde 36 değişimle kapattı.,ana muhalefet partisi yeni yasa teklifini meclise sundu.,0.116615,unrelated,ekonomi|siyaset
Antalya ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Antalya için sağanak uyarısında bulundu.,0.779222,paraphrase,hava
"ünlü model, Konya'da tatilde görüntülendi.",sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,0.324406,related,magazin
Ankara'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Ankara'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.904246,paraphrase,asayis
Hollanda'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Hollanda halkı sandık başına giderek yeni yönetimini seçti.,0.666498,paraphrase,dunya
Usta oyuncu sevgilisiyle nişanlandı.,Usta oyuncu mutlu haberi nişan yüzükleriyle duyurdu.,0.697741,paraphrase,magazin
Meteoroloji Bolu için kuvvetli yağış uyarısı yaptı.,Bursa'da sıcaklık 38 dereceye ulaştı.,0.331712,related,hava
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.456495,unrelated,siyaset|teknoloji
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,koalisyon ortağı yeni yasa teklifini meclise sundu.,0.291922,unrelated,saglik|siyaset
Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.146972,unrelated,siyaset|teknoloji
Japonya'de yapılan seçimleri muhalefet kazandı.,Teknoloji şirketi yeni akıllı telefon tanıttı.,0.157049,unrelated,dunya|teknoloji
Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.513913,related,teknoloji
Eyüpspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,0.026977,unrelated,spor|siyaset
Gaziantep'da çıkan yangın itfaiye ekiplerince söndürüldü.,ünlü oyuncu yeni projesiyle ekranlara dönüyor.,0.083495,unrelated,asayis|magazin
İtalya'de meydana gelen depremde maddi hasar oluştu.,Fransa'de yapılan seçimleri muhalefet kazandı.,0.193118,related,dunya
Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,ünlü oyuncu sürpriz bir törenle dünyaevine girdi.,0.194767,unrelated,teknoloji|magazin
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Teknoloji şirketi yeni işletim sistemi tanıttı.,0.159775,unrelated,saglik|teknoloji
İspanya'de yapılan seçimleri muhalefet kazandı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.16924,unrelated,dunya|saglik
Bursa'da sıcaklık 37 dereceye ulaştı.,Rusya iklim zirvesine ev sahipliği yapıyor.,0.35524,unrelated,hava|dunya
Ödüllü yönetmen eşiyle Kayseri'da tatil yaparken görüntülendi.,Ödüllü yönetmen ve eşinin Kayseri tatilinden kareler paylaşıldı.,0.958363,paraphrase,magazin
Trabzon ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Trabzon için sağanak uyarısında bulundu.,0.775734,paraphrase,hava
Borsa İstanbul günü yüzde 28 değişimle kapattı.,Merkez Bankası politika faizini sabit tuttu.,0.227336,related,ekonomi
Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,0.485452,related,teknoloji
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Meteoroloji Antalya için kuvvetli yağış uyarısı yaptı.,0.141665,unrelated,teknoloji|hava
Ankara ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Ankara için sağanak uyarısında bulundu.,0.758197,paraphrase,hava
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,Uzmanlar zatürre vakalarındaki artışa dikkat çekti.,0.761136,related,saglik
Almanya iklim zirvesine ev sahipliği yapıyor.,Meteoroloji Muğla için kuvvetli yağış uyarısı yaptı.,0.312123,unrelated,dunya|hava
"Başakşehir, tecrübeli oyuncuyla anlaşmaya vardı.",Başakşehir deneyimli futbolcuyu kadrosuna kattı.,0.773898,paraphrase,spor
Borsa İstanbul günü yüzde 17 değişimle kapattı.,Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,0.159782,unrelated,ekonomi|teknoloji
Antalya'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Antalya beklenenden daha sıcak bir güne uyandı.,0.731345,paraphrase,hava
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.339909,related,saglik
ABD iklim zirvesine ev sahipliği yapıyor.,Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,0.12527,unrelated,dunya|teknoloji
Bursa ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Bursa için sağanak uyarısında bulundu.,0.774368,paraphrase,hava
Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Cumhurbaşkanı Çin'e resmi ziyarette bulundu.,0.151356,related,siyaset
Yıllık enflasyon yüzde 34 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 34 olarak duyurdu.,0.958235,paraphrase,ekonomi
Liderler İtalya'de düzenlenen zirvede bir araya geldi.,İtalya'deki zirvede liderler önemli konuları görüştü.,0.805579,paraphrase,siyaset
ünlü model sürpriz bir törenle dünyaevine girdi.,fenomen isim sürpriz bir törenle dünyaevine girdi.,0.701495,related,magazin
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Sakarya'da sıcaklık 42 dereceye ulaştı.,0.120833,unrelated,saglik|hava
Teknoloji şirketi yeni oyun konsolu tanıttı.,Denizli'a mevsimin ilk karı düştü.,0.162908,unrelated,teknoloji|hava
Denizli'a mevsimin ilk karı düştü.,Aydın'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.230652,unrelated,hava|asayis
Soğan fiyatları son bir ayda yüzde 18 arttı.,Dolar kuru güne yüzde 2 yükselişle başladı.,0.408552,related,ekonomi
Rusya'de yapılan seçimleri muhalefet kazandı.,Uzmanlar yüksek tansiyon vakalarındaki artışa dikkat çekti.,0.2127,unrelated,dunya|saglik
Yunanistan'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Yunanistan halkı sandık başına giderek yeni yönetimini seçti.,0.63511,paraphrase,dunya
İstanbul'da iki aracın çarpışması sonucu 6 kişi yaralandı.,İstanbul'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.888913,paraphrase,asayis
Yıllık enflasyon yüzde 17 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 17 olarak duyurdu.,0.962705,paraphrase,ekonomi
Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,"genç oyuncu, Konya'da tatilde görüntülendi.",0.089842,unrelated,siyaset|magazin
Teknoloji devi yeni giyilebilir cihaz modelini duyurdu.,Şirket güncellenmiş giyilebilir cihaz sürümünü kullanıma sundu.,0.735792,paraphrase,teknoloji
Sevilen komedyen eşiyle Muğla'da tatil yaparken görüntülendi.,Sevilen komedyen ve eşinin Muğla tatilinden kareler paylaşıldı.,0.962943,paraphrase,magazin
"Rizespor, Adana Demirspor karşısında sahadan 2-2 galip ayrıldı.",Rizespor evinde Adana Demirspor'yi 2-2'lik skorla yendi.,0.903421,paraphrase,spor
ana muhalefet partisi yeni yasa teklifini meclise sundu.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.098657,unrelated,siyaset|teknoloji
Liderler Japonya'de düzenlenen zirvede bir araya geldi.,Japonya'deki zirvede liderler önemli konuları görüştü.,0.80601,paraphrase,siyaset
Aydın'da çıkan yangın itfaiye ekiplerince söndürüldü.,Popüler uygulama sohbet robotu için yeni güncelleme yayınladı.,0.195688,unrelated,asayis|teknoloji
Popüler sunucu eşiyle Aydın'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Aydın tatilinden kareler paylaşıldı.,0.94086,paraphrase,magazin
"Beşiktaş, Kayserispor karşısında sahadan 4-2 galip ayrıldı.",Beşiktaş evinde Kayserispor'yi 4-2'lik skorla yendi.,0.860328,paraphrase,spor
Antalya'da sıcaklık 41 dereceye ulaştı.,Merkez Bankası politika faizini sabit tuttu.,0.170867,unrelated,hava|ekonomi
Yıllık enflasyon yüzde 40 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 40 olarak duyurdu.,0.959188,paraphrase,ekonomi
Merkez Bankası politika faizini sabit tuttu.,Dolar kuru güne yüzde 18 yükselişle başladı.,0.256605,related,ekonomi
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.800671,related,siyaset
Eskişehir'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Eskişehir'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.91128,paraphrase,asayis
Fenomen isim eşiyle Bolu'da tatil yaparken görüntülendi.,Fenomen isim ve eşinin Bolu tatilinden kareler paylaşıldı.,0.934892,paraphrase,magazin
Mersin'da iki aracın çarpışması sonucu 3 kişi yaralandı.,Mersin'daki trafik kazasında 3 kişi yaralı kurtuldu.,0.899597,paraphrase,asayis
Cumhurbaşkanı İtalya'e resmi ziyarette bulundu.,Uzmanlar zatürre vakalarındaki artışa dikkat çekti.,0.146421,unrelated,siyaset|saglik
Ünlü oyuncu eşiyle Diyarbakır'da tatil yaparken görüntülendi.,Ünlü oyuncu ve eşinin Diyarbakır tatilinden kareler paylaşıldı.,0.959306,paraphrase,magazin
Trabzonspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Kayseri'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.158788,unrelated,spor|asayis
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Cumhurbaşkanı İngiltere'e resmi ziyarette bulundu.,0.113543,unrelated,teknoloji|siyaset
"Adana Demirspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Adana Demirspor sezonu zirvede bitirip şampiyon oldu.,0.930199,paraphrase,spor
Merkez Bankası politika faizini sabit tuttu.,Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.083689,unrelated,ekonomi|siyaset
"ünlü şarkıcı, Bursa'da tatilde görüntülendi.",ünlü model yeni projesiyle ekranlara dönüyor.,0.274308,related,magazin
"Bodrum FK, Adana Demirspor karşısında sahadan 2-2 galip ayrıldı.",Bodrum FK evinde Adana Demirspor'yi 2-2'lik skorla yendi.,0.910211,paraphrase,spor
Liderler İspanya'de düzenlenen zirvede bir araya geldi.,İspanya'deki zirvede liderler önemli konuları görüştü.,0.824557,paraphrase,siyaset
Mersin'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Mersin'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.839426,paraphrase,asayis
"Alanyaspor, yıldız futbolcuyla sözleşme yeniledi.",Japonya'de meydana gelen depremde maddi hasar oluştu.,0.050755,unrelated,spor|dunya
usta oyuncu yeni projesiyle ekranlara dönüyor.,usta oyuncu sürpriz bir törenle dünyaevine girdi.,0.412405,related,magazin
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Diyarbakır'da meydana gelen trafik kazasında 4 kişi yaralandı.,0.080075,unrelated,teknoloji|asayis
Muğla'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Muğla'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.892352,paraphrase,asayis
Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,Peynir fiyatları son bir ayda yüzde 40 arttı.,0.21268,unrelated,saglik|ekonomi
Popüler sunucu yeni bir aşka yelken açtı.,Popüler sunucu yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.822835,paraphrase,magazin
"Rizespor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Rizespor sezonu zirvede bitirip şampiyon oldu.,0.882334,paraphrase,spor
Borsa İstanbul günü yüzde 7 değişimle kapattı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.211759,unrelated,ekonomi|teknoloji
Yunanistan'de yapılan seçimleri muhalefet kazandı.,Aydın'da sıcaklık 31 dereceye ulaştı.,0.153945,unrelated,dunya|hava
ünlü model yeni projesiyle ekranlara dönüyor.,Japonya iklim zirvesine ev sahipliği yapıyor.,0.109043,unrelated,magazin|dunya
"Hatayspor, Sivasspor karşısında sahadan 1-1 galip ayrıldı.",Hatayspor evinde Sivasspor'yi 1-1'lik skorla yendi.,0.912913,paraphrase,spor
Ünlü şarkıcı eşiyle Sakarya'da tatil yaparken görüntülendi.,Ünlü şarkıcı ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.965724,paraphrase,magazin
Konya'da iki aracın çarpışması sonucu 5 kişi yaralandı.,Konya'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.907378,paraphrase,asayis
Teknoloji şirketi yeni işletim sistemi tanıttı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.35448,unrelated,teknoloji|saglik
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,0.131553,unrelated,teknoloji|siyaset
